"state","year","overall_rpp","goods_rpp","housing_rpp","utilities_rpp","other_rpp"
"Missouri",2015,92.296,97.451,73.226,87.952,95.771
"Missouri",2016,91.704,96.36,72.325,85.242,95.659
"Missouri",2017,91.718,96.014,70.611,89.974,96.273
"Missouri",2018,91.792,95.965,70.366,92.668,96.485
"Missouri",2019,92.547,98.122,70.933,92.84,96.522
"Missouri",2020,92.207,99.035,70.242,93.415,96.057
"Missouri",2021,91.993,98.484,70.077,91.238,95.232
"Missouri",2022,91.119,96.747,69.328,85.515,94.917
"Montana",2008,94.113,99.766,69.432,76.51,100.781
"Montana",2009,93.218,99.676,67.882,75.939,99.828
"Montana",2010,92.458,99.311,69.864,80.508,97.943
"Montana",2011,94.251,99.719,73.075,85.264,99.595
"Montana",2012,93.207,97.735,72.343,84.816,98.544
"Montana",2013,92.881,95.939,71.85,84.681,99.681
"Montana",2014,95.172,97.293,81.225,84.208,99.655
"Montana",2015,95.01,101.476,73.851,85.854,99.408
"Montana",2016,93.866,101.897,73.096,86.965,96.721
"Montana",2017,94.244,101.914,70.525,83.188,99.332
"Montana",2018,92.371,96.111,76.582,76.891,96.573
"Montana",2019,94.244,98.892,79.535,79.229,97.322
"Montana",2020,91.921,95.826,75.409,79.215,96.283
"Montana",2021,91.385,96.734,79.296,74.832,92.669
"Montana",2022,90.266,96.199,74.554,72.771,92.764
"Nebraska",2008,89.609,89.502,71.589,76.102,97.289
"Nebraska",2009,90.668,92.404,71.492,78.056,97.142
"Nebraska",2010,92.13,95.544,74.573,79.749,96.524
"Nebraska",2011,91.444,95.603,75.892,78.761,94.58
"Nebraska",2012,92.325,96.519,75.524,81.365,95.647
"Nebraska",2013,91.876,95.977,73.541,82.213,95.725
"Nebraska",2014,91.839,97.092,73.401,78.657,95.372
"Nebraska",2015,91.256,97.254,75.41,80.094,93.188
"Nebraska",2016,90.869,96.316,74.315,79.396,93.41
"Nebraska",2017,89.833,95.151,72.488,82.227,92.455
"Nebraska",2018,91.88,94.632,73.199,87.32,96.599
"Nebraska",2019,92.587,97.184,72.722,86.112,96.831
"Nebraska",2020,92.885,96.101,76.364,86.926,96.898
"Nebraska",2021,91.951,94.679,75.615,85.994,95.822
"Nebraska",2022,89.806,94.019,73.348,84.615,92.486
"Nevada",2008,101.214,96.146,119.281,94.865,99.325
"Nevada",2009,103.042,101.49,111.316,100.468,101.065
"Nevada",2010,100.763,98.128,108.023,105.204,99.604
"Nevada",2011,102.213,99.431,106.698,100.24,102.689
"Nevada",2012,101.595,99.622,104.103,101.61,102.121
"Nevada",2013,99.816,97.541,101.8,97.211,100.984
"Nevada",2014,99.16,96.433,97.81,105.481,101.404
"Nevada",2015,98.588,96.089,98.741,104.176,100.112
"Nevada",2016,97.172,95.224,97.795,93.147,98.596
"Nevada",2017,99.827,99.585,100.174,88.705,100.542
"Nevada",2018,96.198,95.636,102.573,83.192,95.41
"Nevada",2019,98.845,98.75,105.652,87.26,97.38
"Nevada",2020,97.184,96.323,105.936,85.063,95.421
"Nevada",2021,95.409,96.749,107.902,76.458,91.613
"Nevada",2022,96.383,97.001,111.773,82.47,92.184
"New Hampshire",2008,106.272,98.827,118.502,134.3,107.089
"New Hampshire",2009,105.231,98.34,122.727,138.38,103.944
"New Hampshire",2010,104.064,98.455,123.218,126.836,101.876
"New Hampshire",2011,103.513,99.868,119.45,131.722,100.763
"New Hampshire",2012,102.937,99.82,121.429,130.532,99.231
"New Hampshire",2013,102.84,99.486,123.594,123.944,98.958
"New Hampshire",2014,102.144,101.681,115.327,126.595,98.293
"New Hampshire",2015,103.956,101.222,119.65,131.026,100.703
"New Hampshire",2016,105.144,101.752,112.568,137.125,104.348
"New Hampshire",2017,105.765,101.891,119.649,143.771,103.359
"New Hampshire",2018,103.53,101.168,108.633,142.815,102.486
"New Hampshire",2019,103.978,100.677,110.759,144.418,103.075
"New Hampshire",2020,105.285,101.849,115.805,144.33,103.431
"New Hampshire",2021,102.52,102.051,107.04,140.996,100.569
"New Hampshire",2022,107.644,104.611,121.349,147.692,105.117
"New Jersey",2008,107.563,103.69,153.352,132.521,98.712
"New Jersey",2009,111.124,104.485,149.14,134.975,104.955
"New Jersey",2010,108.867,100.171,150.352,130.365,103.752
"New Jersey",2011,109.277,102.163,145.753,128.254,104.401
"New Jersey",2012,109.42,104.326,149.431,126.424,102.57
"New Jersey",2013,109.077,104.804,147.495,122.732,102.075
"New Jersey",2014,109.154,102.029,147.534,111.182,104.614
"New Jersey",2015,108.99,103.88,145.267,107.424,103.838
"New Jersey",2016,109.111,103.586,145.622,112.01,103.92
"New Jersey",2017,109.323,101.818,140.545,110.579,106.479
"New Jersey",2018,111.078,106.961,141.407,113.305,106.21
"New Jersey",2019,111.253,105.394,141.183,117.193,107.38
"New Jersey",2020,110.711,105.56,139.501,120.438,105.967
"New Jersey",2021,109.223,101.824,134.903,115.034,107.463
"New Jersey",2022,108.757,104.702,135.685,104.522,104.95
"New Mexico",2008,95.114,97.716,81.064,82.628,99.822
"New Mexico",2009,95.964,100.602,79.523,80.895,100.884
"New Mexico",2010,94.505,97.75,78.057,90.518,99.382
"New Mexico",2011,97.088,98.69,83.486,93.248,101.853
"New Mexico",2012,96.483,99.135,82.226,94.238,100.442
"New Mexico",2013,95.561,97.575,81.305,93.329,100.032
"New Mexico",2014,95.469,97.153,80.341,98.052,100.282
"New Mexico",2015,95.414,98.505,78.836,95.295,99.766
"New Mexico",2016,94.452,98,79.346,92.146,97.941
"New Mexico",2017,95.72,100.797,77.873,92.42,99.524
"New Mexico",2018,91.625,96.168,75.145,82.021,95.476
"New Mexico",2019,92.967,99.232,74.048,80.82,97.271
"New Mexico",2020,91.79,96.982,75.367,83.889,95.733
"New Mexico",2021,89.812,96.817,72.95,81.985,91.927
"New Mexico",2022,90.981,97.555,75.723,83.874,92.472
"New York",2008,111.455,112.059,130.885,147.592,105.088
"New York",2009,111.204,109.507,133.009,145.798,105.39
"New York",2010,110.132,108.266,135.218,140.655,104.04
"New York",2011,110.978,107.954,137.135,138.302,105.483
"New York",2012,109.733,108.627,136.229,131.689,103.47
"New York",2013,109.791,107.42,135.957,133.834,104.231
"New York",2014,108.954,107.786,135.794,130.397,102.851
"New York",2015,109.666,108.195,134.325,123.181,104.471
"New York",2016,110.138,108.032,133.735,124.485,105.463
"New York",2017,109.945,108.34,130.961,128.576,105.475
"New York",2018,109.587,106.866,129.998,135.392,105.653
"New York",2019,109.565,105.172,129.29,133.688,106.688
"New York",2020,110.127,105.744,132.258,138.589,105.872
"New York",2021,109.685,101.752,131.481,137.724,108.073
"New York",2022,107.599,104.335,124.602,128.765,104.356
"North Carolina",2008,92.409,96.613,74.274,85.354,97.638
"North Carolina",2009,91.214,94.28,75.265,85.535,96.434
"North Carolina",2010,92.813,96.809,75.389,87.598,97.993
"North Carolina",2011,93.521,96.273,76.344,87.327,99.465
"North Carolina",2012,93.471,95.484,75.773,90.525,99.834
"North Carolina",2013,93.683,95.927,75.956,89.834,99.967
"North Carolina",2014,93.788,95.598,76.334,90.376,100.167
"North Carolina",2015,93.552,94.818,75.762,90.96,100.337
"North Carolina",2016,93.771,95.725,74.662,88.402,100.743
"North Carolina",2017,93.056,95.65,75.489,85.359,98.942
"North Carolina",2018,92.916,95.77,75.288,86.839,98.288
"North Carolina",2019,91.915,95.73,75.431,89.174,95.838
"North Carolina",2020,91.358,95.456,75.011,87.733,95.486
"North Carolina",2021,93.765,96.316,75.986,84.608,99.639
"North Carolina",2022,94.204,95.823,78.776,83.966,99.623
"North Dakota",2008,85.946,84.977,63.158,73.11,96.444
"North Dakota",2009,87.879,90.033,64.359,71.836,96.14
"North Dakota",2010,89.176,94.939,61.863,75.469,95.549
"North Dakota",2011,89.643,94.953,69.119,73.255,93.829
"North Dakota",2012,92.068,95.707,76.782,74.344,95.593
"North Dakota",2013,92.349,95.673,80.069,74.913,94.875
"North Dakota",2014,92.576,97.476,78.426,73.304,94.839
"North Dakota",2015,91.178,97.461,78.073,74.149,92.217
"North Dakota",2016,91.708,96.182,86.059,74.922,91.606
"North Dakota",2017,88.706,94.721,71.549,77.189,91.177
"North Dakota",2018,91.212,94.052,72.083,84.639,95.891
"North Dakota",2019,93.261,96.606,76.991,84.772,96.616
"North Dakota",2020,91.948,96.456,72.089,85.358,96.571
"North Dakota",2021,90.946,94.33,70.782,87.658,95.002
"North Dakota",2022,88.656,94.182,65.297,83.019,92.63
"Ohio",2008,92.55,92.251,77.132,98.792,97.823
"Ohio",2009,93.518,93.961,76.126,99.685,99.157
"Ohio",2010,93.155,94.481,76.29,94.191,98.167
"Ohio",2011,92.236,94.775,75.587,93.136,96.143
"Ohio",2012,93.037,96.273,76.299,93.437,96.454
"Ohio",2013,93.285,96.99,77.572,95.003,95.987
"Ohio",2014,93.064,97.281,75.488,91.863,96.2
"Ohio",2015,92.269,96.734,75.577,91.321,94.825
"Ohio",2016,92.408,96.219,75.119,88.452,95.889
"Ohio",2017,91.938,95.309,74.959,89.005,95.437
"Ohio",2018,92.932,97.221,74.223,94.479,96.25
"Ohio",2019,93.258,95.796,73.465,90.75,98.439
"Ohio",2020,91.925,93.828,73.297,91.244,97.514
"Ohio",2021,92.146,94.357,72.776,91.861,97.467
"Ohio",2022,91.45,92.168,72.774,89.437,97.612
"Oklahoma",2008,89.494,96.747,61.909,78.855,97.242
"Oklahoma",2009,88.408,94.176,64.275,75.341,95.992
"Oklahoma",2010,90.456,96.871,65.683,81.211,97.561
"Oklahoma",2011,90.87,96.203,66.054,80.919,98.764
"Oklahoma",2012,91.179,95.158,66.015,82.833,99.867
"Oklahoma",2013,91.465,95.916,67.249,81.646,99.552
"Oklahoma",2014,91.779,95.844,67.83,83.861,99.713
"Oklahoma",2015,91.327,94.795,66.381,85.209,99.909
"Oklahoma",2016,91.48,95.598,66.083,84.914,100.152
"Oklahoma",2017,90.916,95.471,66.05,83.628,98.661
"Oklahoma",2018,89.659,93.369,65.927,79.45,97.77
"Oklahoma",2019,89.31,94.982,64.114,79.215,96.825
"Oklahoma",2020,89.66,94.508,63.476,77.892,99.513
"Oklahoma",2021,89.902,95.782,63.904,79.554,97.716
"Oklahoma",2022,88.771,93.48,63.169,83.459,96.552
"Oregon",2008,97.934,95.31,98.454,84.176,100.804
"Oregon",2009,100.232,101.602,101.48,88.043,99.673
"Oregon",2010,99.286,99.761,101.351,86.411,99.095
"Oregon",2011,99.774,99.885,100.378,92.568,99.933
"Oregon",2012,101.112,100.364,103.285,95.008,101.274
"Oregon",2013,100.146,98.518,101.676,89.526,101.542
"Oregon",2014,99.747,99.139,103.018,95.346,99.362
"Oregon",2015,101.144,99.279,105.383,99.4,101.171
"Oregon",2016,99.595,100.447,106.486,95.984,97.104
"Oregon",2017,101.486,100.258,110.216,94.523,99.99
"Oregon",2018,104.706,104.531,111.046,92.544,103.503
"Oregon",2019,103.847,104.425,110.234,95.56,101.871
"Oregon",2020,103.177,104.359,109.984,95.432,100.374
"Oregon",2021,103.102,106.324,109.267,96.589,99.095
"Oregon",2022,106.565,109.029,110.418,89.543,104.554
"Pennsylvania",2008,99.232,101.806,86.603,109.034,100.93
"Pennsylvania",2009,99.598,101.735,86.841,111.858,101.67
"Pennsylvania",2010,99.069,99.931,88.479,110.335,101.23
"Pennsylvania",2011,98.473,100.436,88.654,113.686,99.396
"Pennsylvania",2012,98.025,99.76,88.119,110.14,99.313
"Pennsylvania",2013,97.858,98.303,88.956,110.383,99.634
"Pennsylvania",2014,97.25,98.438,88.693,102.342,98.731
"Pennsylvania",2015,98.205,100.579,88.932,103.63,99.245
"Pennsylvania",2016,97.815,100.425,87.87,105.311,98.838
"Pennsylvania",2017,99.123,100.011,87.854,108.436,101.516
"Pennsylvania",2018,98.133,99.817,87.675,111.414,99.544
"Pennsylvania",2019,98.035,97.182,86.484,112.647,101.296
"Pennsylvania",2020,97.691,97.317,86.808,108.879,101.056
"Pennsylvania",2021,96.165,95.402,86.688,105.816,99.233
"Pennsylvania",2022,96.218,97.025,86.389,108.696,98.042
"Rhode Island",2008,103.855,100.296,117.574,137.175,101.083
"Rhode Island",2009,104.293,100.915,117.747,138.836,101.216
"Rhode Island",2010,102.11,97.788,115.847,129.9,99.788
"Rhode Island",2011,101.304,98.039,115.292,122.988,98.649
"Rhode Island",2012,99.934,97.673,107.866,117.549,98.356
"Rhode Island",2013,101.54,97.471,108.807,121.607,101
"Rhode Island",2014,100.436,97.362,113.807,125.45,97.771
"Rhode Island",2015,102.176,98.776,113.13,129.573,100.284
"Rhode Island",2016,101.725,98.559,108.077,131.397,100.851
"Rhode Island",2017,102.476,99.376,106.713,130.902,102.121
"Rhode Island",2018,102.076,100.764,110.16,138.803,99.498
"Rhode Island",2019,102.346,98.97,108.709,141.515,101.345
"Rhode Island",2020,101.793,98.07,102.943,156.859,102.034
"Rhode Island",2021,102.083,98.092,109.096,146.3,101.073
"Rhode Island",2022,104.7,101.122,104.534,132.916,105.716
"South Carolina",2008,91.927,96.678,72.509,86.147,97.515
"South Carolina",2009,90.965,94.135,74.611,87.175,96.313
"South Carolina",2010,92.596,96.62,74.63,89.381,98.108
"South Carolina",2011,93.143,95.983,75.27,91.157,99.458
"South Carolina",2012,93.36,95.212,75.703,94.98,99.913
"South Carolina",2013,93.258,95.903,74.311,94.664,99.83
"South Carolina",2014,93.198,96.045,73.409,97.358,99.75
"South Carolina",2015,93.289,94.989,74.555,97.761,100.187
"South Carolina",2016,93.609,95.78,73.919,96.899,100.719
"South Carolina",2017,92.868,95.58,74.011,94.532,99.063
"South Carolina",2018,92.261,95.39,73.926,93.228,97.865
"South Carolina",2019,91.531,95.714,74.454,95.978,95.71
"South Carolina",2020,90.889,95.447,74.602,93.778,94.983
"South Carolina",2021,93.637,96.149,76.113,90.864,99.897
"South Carolina",2022,93.551,94.63,78.754,91.882,99.333
"South Dakota",2008,85.044,84.32,59.176,77.039,96.197
"South Dakota",2009,86.07,89.518,56.525,76.683,96.118
"South Dakota",2010,88.863,94.677,62.155,79.63,96.01
"South Dakota",2011,87.321,94.741,59.124,76.358,93.695
"South Dakota",2012,90.38,96.019,68.015,78.877,95.525
"South Dakota",2013,90.265,95.87,68.294,80.191,95.211
"South Dakota",2014,89.448,97.326,62.65,78.947,95.041
"South Dakota",2015,87.89,97.134,62.179,79.769,92.053
"South Dakota",2016,87.387,95.974,62.103,80.931,91.699
"South Dakota",2017,87.275,94.713,64.721,83.084,90.997
"South Dakota",2018,91.253,95.801,66.913,90.526,96.882
"South Dakota",2019,91.862,97.82,66.275,89.183,97.346
"South Dakota",2020,91.394,96.709,63.522,90.358,98.476
"South Dakota",2021,90.07,93.902,64.88,94.446,95.97
"South Dakota",2022,87.991,94.002,64.903,88.27,91.72
"Tennessee",2008,91.662,96.484,72.53,79.284,97.269
"Tennessee",2009,90.449,94.007,73.215,79.704,96.194
"Tennessee",2010,92.269,96.658,73.386,80.205,98.15
"Tennessee",2011,92.839,96.036,73.223,83.315,99.679
"Tennessee",2012,93.362,95.226,74.658,84.15,100.64
"Tennessee",2013,92.944,95.995,73.463,82.021,99.81
"Tennessee",2014,92.747,95.977,71.925,84.16,99.803
"Tennessee",2015,92.777,94.91,72.763,83.84,100.14
"Tennessee",2016,93.781,95.8,74.562,83.394,100.827
"Tennessee",2017,93.074,95.562,75.141,82.115,99.012
"Tennessee",2018,89.66,92.353,73.76,77.961,94.475
"Tennessee",2019,91.275,94.569,76.021,76.284,95.903
"Tennessee",2020,90.564,94.297,75.789,74.103,95.119
"Tennessee",2021,90.597,93.902,76.27,76.15,94.54
"Tennessee",2022,91.797,94.401,76.778,77.99,96.509
"Texas",2008,96.977,97.116,87.981,101.426,99.77
"Texas",2009,96.653,96.06,88.199,96.181,100.213
"Texas",2010,97.591,97.992,89.263,98.071,100.267
"Texas",2011,96.925,96.429,89.674,94.434,100.063
"Texas",2012,97.646,97.517,91.096,93.11,100.267
"Texas",2013,98.048,97.472,91.437,95.7,100.916
"Texas",2014,98.364,97.244,93.567,94.862,101.068
"Texas",2015,98.223,96.965,93.956,91.058,101.05
"Texas",2016,98.024,98.29,95.552,91.925,98.986
"Texas",2017,97.372,97.042,95.244,88.028,98.836
"Texas",2018,97.745,97.015,95.251,87.508,99.72
"Texas",2019,98.444,97.807,95.849,87.682,100.402
"Texas",2020,98.807,98.207,95.784,85.061,101.308
"Texas",2021,98.421,98.452,95.595,86.327,100.106
"Texas",2022,97.512,97.124,97.014,88.737,98.544
"Utah",2008,96.975,96.858,97.171,70.023,99.401
"Utah",2009,100.036,101.027,100.982,74.408,100.959
"Utah",2010,97.291,98.794,92.605,80.269,99.236
"Utah",2011,99.824,100.003,97.049,83.065,101.972
"Utah",2012,99.423,99.573,96.813,89.125,100.972
"Utah",2013,98.575,97.686,98.04,87.777,100.283
"Utah",2014,97.934,96.789,94.98,90.98,100.465
"Utah",2015,97.656,97.299,93.617,92.683,99.703
"Utah",2016,97.082,95.505,98.991,90.664,98.095
"Utah",2017,98.708,99.187,95.623,85.12,100.22
"Utah",2018,95.977,97.052,96.831,78.015,95.92
"Utah",2019,97.239,98.998,97.337,78.494,96.888
"Utah",2020,95.255,94.811,97.265,78.733,95.993
"Utah",2021,94.591,96.45,99.188,71.927,92.633
"Utah",2022,94.471,94.705,105.32,71.494,92.368
"Vermont",2008,100.885,100.668,98.832,129.042,100.702
"Vermont",2009,101.704,101.222,101.79,134.772,100.859
"Vermont",2010,99.614,98.476,98.387,130.303,99.753
"Vermont",2011,99.253,98.506,101.35,134.219,97.998
"Vermont",2012,100.05,99.123,105.47,135.366,97.927
"Vermont",2013,100.497,98.335,98.654,133.006,101.444
"Vermont",2014,98.076,98.115,96.902,127.888,97.418
"Vermont",2015,100.159,99.067,98.901,126.642,100.415
"Vermont",2016,98.332,98.8,87.118,130.203,100.876
"Vermont",2017,100.398,99.597,93.298,130.032,102.266
"Vermont",2018,100.239,100.697,97.845,128.84,99.846
"Vermont",2019,99.572,98.791,94.269,125.81,100.969
"Vermont",2020,102.128,98.667,105.127,140.674,102.275
"Vermont",2021,98.611,98.274,92.916,130.421,99.816
"Vermont",2022,101.096,100.566,89.003,118.251,105.285
"Virginia",2008,103.145,102.706,112.939,90.927,101.062
"Virginia",2009,102.361,101.771,114.184,94.13,99.481
"Virginia",2010,103.586,101.663,114.417,92.164,102.121
"Virginia",2011,103.378,100.586,114.508,92.342,102.522
"Virginia",2012,102.471,99.337,113.388,94.965,101.717
"Virginia",2013,103.515,101.297,115.839,92.473,101.822
"Virginia",2014,103.455,98.964,115.23,92.91,103.599
"Virginia",2015,103.591,98.594,114.867,94.536,104.139
"Virginia",2016,102.805,99.209,111.763,94.104,102.941
"Virginia",2017,101.267,98.661,110.864,91.547,100.624
"Virginia",2018,102.018,99.814,112.598,92.562,100.839
"Virginia",2019,100.108,99.147,107.428,94.643,98.765
"Virginia",2020,101.026,99.477,111.434,93.856,99.087
"Virginia",2021,102.329,101.518,110.157,91.869,100.952
"Virginia",2022,102.137,100.734,107.738,93.014,101.893
"Washington",2008,104.513,104.481,117.383,79.672,102.448
"Washington",2009,104.62,104.749,116.781,81.857,102.41
"Washington",2010,102.608,103.099,114.329,84.565,99.976
"Washington",2011,103.205,103.739,116.283,87.257,100.073
"Washington",2012,102.509,100.361,113.902,89.864,101.309
"Washington",2013,102.45,100.932,115.009,92.128,100.431
"Washington",2014,103.861,102.263,117.884,90.407,101.712
"Washington",2015,104.344,103.623,119.583,95.313,101.112
"Washington",2016,105.555,102.67,123.094,93.601,103.082
"Washington",2017,107.451,105.814,125.501,92.706,104.296
"Washington",2018,107.124,104.882,128.148,94.459,103.458
"Washington",2019,107.989,106.272,129.519,97.304,103.727
"Washington",2020,107.781,108.765,126.067,96.712,102.121
"Washington",2021,108.828,111.767,125.648,91.636,103.128
"Washington",2022,109.849,113.403,127.62,84.368,104.423
"West Virginia",2008,87.601,96.907,56.474,71.249,97.463
"West Virginia",2009,86.614,94.434,56.879,75.153,96.029
"West Virginia",2010,88.829,97.263,58.805,78.302,97.522
"West Virginia",2011,89.24,96.022,58.906,80.267,98.804
"West Virginia",2012,89.267,94.164,58.675,84.696,99.619
"West Virginia",2013,90.2,95.449,60.472,81.198,100.06
"West Virginia",2014,89.834,94.992,59.325,80.776,100.412
"West Virginia",2015,90.535,94.269,61.694,86.278,100.257
"West Virginia",2016,89.796,95.253,59.158,90.781,99.502
"West Virginia",2017,89.026,94.413,58.611,88.278,97.722
"West Virginia",2018,89.427,95.416,58.377,85.455,98.45
"West Virginia",2019,88.551,95.787,58.67,86.483,95.78
"West Virginia",2020,87.336,95.308,56.453,87.714,95.875
"West Virginia",2021,90.977,96.694,59.151,85.403,100.255
"West Virginia",2022,89.245,94.675,53.88,85.041,100.97
"Wisconsin",2008,93.276,91.232,84.581,99.114,97.487
"Wisconsin",2009,94.224,94.871,83.685,98.383,97.28
"Wisconsin",2010,94.858,95.627,85.796,99.689,97.199
"Wisconsin",2011,93.773,95.434,86.288,96.716,94.954
"Wisconsin",2012,94.356,96.807,84.592,96.217,95.923
"Wisconsin",2013,93.911,96.125,82.527,98.317,96.073
"Wisconsin",2014,93.832,96.929,80.63,95.922,96.156
"Wisconsin",2015,93.314,98.512,81.187,96.716,93.835
"Wisconsin",2016,93.234,97.453,79.262,96.677,95.108
"Wisconsin",2017,93.54,97.41,81.944,96.999,94.743
"Wisconsin",2018,93.951,97.962,80.025,97.764,95.814
"Wisconsin",2019,94.43,96.63,79.357,92.994,98.278
"Wisconsin",2020,92.647,94.436,75.246,93.889,97.96
"Wisconsin",2021,93.22,95.032,76.134,95.42,98.022
"Wisconsin",2022,92.31,92.315,77.488,89.258,97.696
"Wyoming",2008,95.31,99.314,77.453,70.198,100.753
"Wyoming",2009,96.638,98.974,88.371,74.238,99.872
"Wyoming",2010,95.492,98.634,85.011,79.397,98.164
"Wyoming",2011,97.638,98.886,91.789,83.345,99.719
"Wyoming",2012,96.284,98.788,85.182,85.38,99.245
"Wyoming",2013,97.35,97.772,89.991,84.639,100.427
"Wyoming",2014,97.424,97.843,91.416,86.799,99.938
"Wyoming",2015,96.972,101.098,83.273,89.286,99.638
"Wyoming",2016,97.747,101.81,90.642,90.311,98.144
"Wyoming",2017,97.185,102.118,82.625,87.721,99.953
"Wyoming",2018,92.345,96.06,75.08,80.501,97.385
"Wyoming",2019,94.108,98.594,79.145,81.586,97.402
"Wyoming",2020,91.826,97.15,73.457,82.364,96.408
"Wyoming",2021,91.489,96.354,78.008,76.258,93.549
"Wyoming",2022,91.903,96.69,78.982,76.38,93.76
